name,address,phone,location,price,cuisine,rating
resto_hanoi_moderate_vietnamese_6stars,resto_hanoi_moderate_vietnamese_6stars_address,resto_hanoi_moderate_vietnamese_6stars_phone,hanoi,moderate,vietnamese,6stars
resto_beijing_expensive_thai_7stars,resto_beijing_expensive_thai_7stars_address,resto_beijing_expensive_thai_7stars_phone,beijing,expensive,thai,7stars
resto_madrid_cheap_italian_6stars,resto_madrid_cheap_italian_6stars_address,resto_madrid_cheap_italian_6stars_phone,madrid,cheap,italian,6stars
resto_bombay_expensive_french_6stars,resto_bombay_expensive_french_6stars_address,resto_bombay_expensive_french_6stars_phone,bombay,expensive,french,6stars
resto_bombay_moderate_spanish_2stars,resto_bombay_moderate_spanish_2stars_address,resto_bombay_moderate_spanish_2stars_phone,bombay,moderate,spanish,2stars
resto_paris_moderate_spanish_6stars,resto_paris_moderate_spanish_6stars_address,resto_paris_moderate_spanish_6stars_phone,paris,moderate,spanish,6stars
resto_rome_cheap_italian_3stars,resto_rome_cheap_italian_3stars_address,resto_rome_cheap_italian_3stars_phone,rome,cheap,italian,3stars
resto_madrid_expensive_british_7stars,resto_madrid_expensive_british_7stars_address,resto_madrid_expensive_british_7stars_phone,madrid,expensive,british,7stars
resto_beijing_moderate_japanese_2stars,resto_beijing_moderate_japanese_2stars_address,resto_beijing_moderate_japanese_2stars_phone,beijing,moderate,japanese,2stars
resto_london_moderate_british_5stars,resto_london_moderate_british_5stars_address,resto_london_moderate_british_5stars_phone,london,moderate,british,5stars
resto_hanoi_cheap_cantonese_6stars,resto_hanoi_cheap_cantonese_6stars_address,resto_hanoi_cheap_cantonese_6stars_phone,hanoi,cheap,cantonese,6stars
resto_hanoi_moderate_japanese_5stars,resto_hanoi_moderate_japanese_5stars_address,resto_hanoi_moderate_japanese_5stars_phone,hanoi,moderate,japanese,5stars
resto_hanoi_cheap_cantonese_5stars,resto_hanoi_cheap_cantonese_5stars_address,resto_hanoi_cheap_cantonese_5stars_phone,hanoi,cheap,cantonese,5stars
resto_london_moderate_italian_3stars,resto_london_moderate_italian_3stars_address,resto_london_moderate_italian_3stars_phone,london,moderate,italian,3stars
resto_seoul_cheap_japanese_4stars,resto_seoul_cheap_japanese_4stars_address,resto_seoul_cheap_japanese_4stars_phone,seoul,cheap,japanese,4stars
resto_bangkok_expensive_cantonese_1stars,resto_bangkok_expensive_cantonese_1stars_address,resto_bangkok_expensive_cantonese_1stars_phone,bangkok,expensive,cantonese,1stars
resto_bangkok_expensive_vietnamese_4stars,resto_bangkok_expensive_vietnamese_4stars_address,resto_bangkok_expensive_vietnamese_4stars_phone,bangkok,expensive,vietnamese,4stars
resto_tokyo_moderate_cantonese_1stars,resto_tokyo_moderate_cantonese_1stars_address,resto_tokyo_moderate_cantonese_1stars_phone,tokyo,moderate,cantonese,1stars
resto_bombay_cheap_italian_3stars,resto_bombay_cheap_italian_3stars_address,resto_bombay_cheap_italian_3stars_phone,bombay,cheap,italian,3stars
resto_seoul_expensive_vietnamese_8stars,resto_seoul_expensive_vietnamese_8stars_address,resto_seoul_expensive_vietnamese_8stars_phone,seoul,expensive,vietnamese,8stars
resto_bangkok_moderate_korean_8stars,resto_bangkok_moderate_korean_8stars_address,resto_bangkok_moderate_korean_8stars_phone,bangkok,moderate,korean,8stars
resto_tokyo_expensive_vietnamese_4stars,resto_tokyo_expensive_vietnamese_4stars_address,resto_tokyo_expensive_vietnamese_4stars_phone,tokyo,expensive,vietnamese,4stars
resto_seoul_moderate_thai_1stars,resto_seoul_moderate_thai_1stars_address,resto_seoul_moderate_thai_1stars_phone,seoul,moderate,thai,1stars
resto_beijing_moderate_cantonese_5stars,resto_beijing_moderate_cantonese_5stars_address,resto_beijing_moderate_cantonese_5stars_phone,beijing,moderate,cantonese,5stars
resto_hanoi_moderate_japanese_4stars,resto_hanoi_moderate_japanese_4stars_address,resto_hanoi_moderate_japanese_4stars_phone,hanoi,moderate,japanese,4stars
resto_bombay_cheap_french_7stars,resto_bombay_cheap_french_7stars_address,resto_bombay_cheap_french_7stars_phone,bombay,cheap,french,7stars
resto_hanoi_moderate_korean_2stars,resto_hanoi_moderate_korean_2stars_address,resto_hanoi_moderate_korean_2stars_phone,hanoi,moderate,korean,2stars
resto_madrid_expensive_french_2stars,resto_madrid_expensive_french_2stars_address,resto_madrid_expensive_french_2stars_phone,madrid,expensive,french,2stars
resto_bangkok_expensive_cantonese_3stars,resto_bangkok_expensive_cantonese_3stars_address,resto_bangkok_expensive_cantonese_3stars_phone,bangkok,expensive,cantonese,3stars
resto_hanoi_cheap_thai_1stars,resto_hanoi_cheap_thai_1stars_address,resto_hanoi_cheap_thai_1stars_phone,hanoi,cheap,thai,1stars
resto_london_moderate_british_6stars,resto_london_moderate_british_6stars_address,resto_london_moderate_british_6stars_phone,london,moderate,british,6stars
resto_london_cheap_spanish_6stars,resto_london_cheap_spanish_6stars_address,resto_london_cheap_spanish_6stars_phone,london,cheap,spanish,6stars
resto_tokyo_expensive_korean_8stars,resto_tokyo_expensive_korean_8stars_address,resto_tokyo_expensive_korean_8stars_phone,tokyo,expensive,korean,8stars
resto_paris_expensive_italian_2stars,resto_paris_expensive_italian_2stars_address,resto_paris_expensive_italian_2stars_phone,paris,expensive,italian,2stars
resto_beijing_cheap_korean_3stars,resto_beijing_cheap_korean_3stars_address,resto_beijing_cheap_korean_3stars_phone,beijing,cheap,korean,3stars
resto_hanoi_expensive_vietnamese_3stars,resto_hanoi_expensive_vietnamese_3stars_address,resto_hanoi_expensive_vietnamese_3stars_phone,hanoi,expensive,vietnamese,3stars
resto_madrid_moderate_french_6stars,resto_madrid_moderate_french_6stars_address,resto_madrid_moderate_french_6stars_phone,madrid,moderate,french,6stars
resto_tokyo_moderate_korean_8stars,resto_tokyo_moderate_korean_8stars_address,resto_tokyo_moderate_korean_8stars_phone,tokyo,moderate,korean,8stars
resto_bombay_moderate_french_6stars,resto_bombay_moderate_french_6stars_address,resto_bombay_moderate_french_6stars_phone,bombay,moderate,french,6stars
resto_hanoi_cheap_korean_3stars,resto_hanoi_cheap_korean_3stars_address,resto_hanoi_cheap_korean_3stars_phone,hanoi,cheap,korean,3stars
resto_madrid_moderate_british_4stars,resto_madrid_moderate_british_4stars_address,resto_madrid_moderate_british_4stars_phone,madrid,moderate,british,4stars
resto_madrid_expensive_spanish_6stars,resto_madrid_expensive_spanish_6stars_address,resto_madrid_expensive_spanish_6stars_phone,madrid,expensive,spanish,6stars
resto_paris_cheap_spanish_4stars,resto_paris_cheap_spanish_4stars_address,resto_paris_cheap_spanish_4stars_phone,paris,cheap,spanish,4stars
resto_hanoi_moderate_vietnamese_8stars,resto_hanoi_moderate_vietnamese_8stars_address,resto_hanoi_moderate_vietnamese_8stars_phone,hanoi,moderate,vietnamese,8stars
resto_seoul_expensive_cantonese_2stars,resto_seoul_expensive_cantonese_2stars_address,resto_seoul_expensive_cantonese_2stars_phone,seoul,expensive,cantonese,2stars
resto_beijing_expensive_korean_4stars,resto_beijing_expensive_korean_4stars_address,resto_beijing_expensive_korean_4stars_phone,beijing,expensive,korean,4stars
resto_madrid_expensive_spanish_8stars,resto_madrid_expensive_spanish_8stars_address,resto_madrid_expensive_spanish_8stars_phone,madrid,expensive,spanish,8stars
resto_hanoi_cheap_vietnamese_1stars,resto_hanoi_cheap_vietnamese_1stars_address,resto_hanoi_cheap_vietnamese_1stars_phone,hanoi,cheap,vietnamese,1stars
resto_bombay_cheap_italian_4stars,resto_bombay_cheap_italian_4stars_address,resto_bombay_cheap_italian_4stars_phone,bombay,cheap,italian,4stars
resto_madrid_moderate_indian_3stars,resto_madrid_moderate_indian_3stars_address,resto_madrid_moderate_indian_3stars_phone,madrid,moderate,indian,3stars
resto_hanoi_expensive_cantonese_1stars,resto_hanoi_expensive_cantonese_1stars_address,resto_hanoi_expensive_cantonese_1stars_phone,hanoi,expensive,cantonese,1stars
resto_paris_expensive_indian_1stars,resto_paris_expensive_indian_1stars_address,resto_paris_expensive_indian_1stars_phone,paris,expensive,indian,1stars
resto_madrid_moderate_indian_4stars,resto_madrid_moderate_indian_4stars_address,resto_madrid_moderate_indian_4stars_phone,madrid,moderate,indian,4stars
resto_seoul_cheap_vietnamese_1stars,resto_seoul_cheap_vietnamese_1stars_address,resto_seoul_cheap_vietnamese_1stars_phone,seoul,cheap,vietnamese,1stars
resto_bangkok_moderate_japanese_1stars,resto_bangkok_moderate_japanese_1stars_address,resto_bangkok_moderate_japanese_1stars_phone,bangkok,moderate,japanese,1stars
resto_bombay_moderate_spanish_1stars,resto_bombay_moderate_spanish_1stars_address,resto_bombay_moderate_spanish_1stars_phone,bombay,moderate,spanish,1stars
resto_seoul_moderate_japanese_2stars,resto_seoul_moderate_japanese_2stars_address,resto_seoul_moderate_japanese_2stars_phone,seoul,moderate,japanese,2stars
resto_hanoi_cheap_thai_5stars,resto_hanoi_cheap_thai_5stars_address,resto_hanoi_cheap_thai_5stars_phone,hanoi,cheap,thai,5stars
resto_paris_expensive_british_2stars,resto_paris_expensive_british_2stars_address,resto_paris_expensive_british_2stars_phone,paris,expensive,british,2stars
resto_hanoi_cheap_vietnamese_8stars,resto_hanoi_cheap_vietnamese_8stars_address,resto_hanoi_cheap_vietnamese_8stars_phone,hanoi,cheap,vietnamese,8stars
resto_bangkok_moderate_vietnamese_3stars,resto_bangkok_moderate_vietnamese_3stars_address,resto_bangkok_moderate_vietnamese_3stars_phone,bangkok,moderate,vietnamese,3stars
resto_bombay_cheap_spanish_6stars,resto_bombay_cheap_spanish_6stars_address,resto_bombay_cheap_spanish_6stars_phone,bombay,cheap,spanish,6stars
resto_seoul_expensive_vietnamese_7stars,resto_seoul_expensive_vietnamese_7stars_address,resto_seoul_expensive_vietnamese_7stars_phone,seoul,expensive,vietnamese,7stars
resto_tokyo_cheap_thai_4stars,resto_tokyo_cheap_thai_4stars_address,resto_tokyo_cheap_thai_4stars_phone,tokyo,cheap,thai,4stars
resto_london_moderate_british_4stars,resto_london_moderate_british_4stars_address,resto_london_moderate_british_4stars_phone,london,moderate,british,4stars
resto_bangkok_cheap_cantonese_5stars,resto_bangkok_cheap_cantonese_5stars_address,resto_bangkok_cheap_cantonese_5stars_phone,bangkok,cheap,cantonese,5stars
resto_london_cheap_indian_3stars,resto_london_cheap_indian_3stars_address,resto_london_cheap_indian_3stars_phone,london,cheap,indian,3stars
resto_bangkok_moderate_thai_8stars,resto_bangkok_moderate_thai_8stars_address,resto_bangkok_moderate_thai_8stars_phone,bangkok,moderate,thai,8stars
resto_rome_moderate_indian_4stars,resto_rome_moderate_indian_4stars_address,resto_rome_moderate_indian_4stars_phone,rome,moderate,indian,4stars
resto_bombay_cheap_indian_1stars,resto_bombay_cheap_indian_1stars_address,resto_bombay_cheap_indian_1stars_phone,bombay,cheap,indian,1stars
resto_paris_expensive_french_3stars,resto_paris_expensive_french_3stars_address,resto_paris_expensive_french_3stars_phone,paris,expensive,french,3stars
resto_tokyo_expensive_vietnamese_6stars,resto_tokyo_expensive_vietnamese_6stars_address,resto_tokyo_expensive_vietnamese_6stars_phone,tokyo,expensive,vietnamese,6stars
resto_bangkok_expensive_cantonese_4stars,resto_bangkok_expensive_cantonese_4stars_address,resto_bangkok_expensive_cantonese_4stars_phone,bangkok,expensive,cantonese,4stars
resto_bangkok_moderate_japanese_7stars,resto_bangkok_moderate_japanese_7stars_address,resto_bangkok_moderate_japanese_7stars_phone,bangkok,moderate,japanese,7stars
resto_london_expensive_british_1stars,resto_london_expensive_british_1stars_address,resto_london_expensive_british_1stars_phone,london,expensive,british,1stars
resto_rome_moderate_french_7stars,resto_rome_moderate_french_7stars_address,resto_rome_moderate_french_7stars_phone,rome,moderate,french,7stars
resto_beijing_cheap_japanese_7stars,resto_beijing_cheap_japanese_7stars_address,resto_beijing_cheap_japanese_7stars_phone,beijing,cheap,japanese,7stars
resto_rome_cheap_italian_7stars,resto_rome_cheap_italian_7stars_address,resto_rome_cheap_italian_7stars_phone,rome,cheap,italian,7stars
resto_madrid_moderate_spanish_2stars,resto_madrid_moderate_spanish_2stars_address,resto_madrid_moderate_spanish_2stars_phone,madrid,moderate,spanish,2stars
resto_beijing_moderate_vietnamese_7stars,resto_beijing_moderate_vietnamese_7stars_address,resto_beijing_moderate_vietnamese_7stars_phone,beijing,moderate,vietnamese,7stars
resto_seoul_expensive_thai_8stars,resto_seoul_expensive_thai_8stars_address,resto_seoul_expensive_thai_8stars_phone,seoul,expensive,thai,8stars
resto_beijing_cheap_thai_7stars,resto_beijing_cheap_thai_7stars_address,resto_beijing_cheap_thai_7stars_phone,beijing,cheap,thai,7stars
resto_hanoi_moderate_japanese_8stars,resto_hanoi_moderate_japanese_8stars_address,resto_hanoi_moderate_japanese_8stars_phone,hanoi,moderate,japanese,8stars
resto_rome_expensive_italian_1stars,resto_rome_expensive_italian_1stars_address,resto_rome_expensive_italian_1stars_phone,rome,expensive,italian,1stars
resto_rome_cheap_british_3stars,resto_rome_cheap_british_3stars_address,resto_rome_cheap_british_3stars_phone,rome,cheap,british,3stars
resto_tokyo_moderate_japanese_2stars,resto_tokyo_moderate_japanese_2stars_address,resto_tokyo_moderate_japanese_2stars_phone,tokyo,moderate,japanese,2stars
resto_hanoi_moderate_thai_3stars,resto_hanoi_moderate_thai_3stars_address,resto_hanoi_moderate_thai_3stars_phone,hanoi,moderate,thai,3stars
resto_rome_expensive_indian_7stars,resto_rome_expensive_indian_7stars_address,resto_rome_expensive_indian_7stars_phone,rome,expensive,indian,7stars
resto_bangkok_moderate_japanese_5stars,resto_bangkok_moderate_japanese_5stars_address,resto_bangkok_moderate_japanese_5stars_phone,bangkok,moderate,japanese,5stars
resto_madrid_moderate_british_3stars,resto_madrid_moderate_british_3stars_address,resto_madrid_moderate_british_3stars_phone,madrid,moderate,british,3stars
resto_rome_cheap_british_4stars,resto_rome_cheap_british_4stars_address,resto_rome_cheap_british_4stars_phone,rome,cheap,british,4stars
resto_london_moderate_indian_1stars,resto_london_moderate_indian_1stars_address,resto_london_moderate_indian_1stars_phone,london,moderate,indian,1stars
resto_hanoi_cheap_korean_6stars,resto_hanoi_cheap_korean_6stars_address,resto_hanoi_cheap_korean_6stars_phone,hanoi,cheap,korean,6stars
resto_tokyo_cheap_thai_8stars,resto_tokyo_cheap_thai_8stars_address,resto_tokyo_cheap_thai_8stars_phone,tokyo,cheap,thai,8stars
resto_paris_moderate_british_3stars,resto_paris_moderate_british_3stars_address,resto_paris_moderate_british_3stars_phone,paris,moderate,british,3stars
resto_london_moderate_spanish_6stars,resto_london_moderate_spanish_6stars_address,resto_london_moderate_spanish_6stars_phone,london,moderate,spanish,6stars
resto_hanoi_moderate_thai_6stars,resto_hanoi_moderate_thai_6stars_address,resto_hanoi_moderate_thai_6stars_phone,hanoi,moderate,thai,6stars
resto_london_expensive_french_6stars,resto_london_expensive_french_6stars_address,resto_london_expensive_french_6stars_phone,london,expensive,french,6stars
resto_london_moderate_british_3stars,resto_london_moderate_british_3stars_address,resto_london_moderate_british_3stars_phone,london,moderate,british,3stars
resto_madrid_moderate_british_6stars,resto_madrid_moderate_british_6stars_address,resto_madrid_moderate_british_6stars_phone,madrid,moderate,british,6stars
resto_tokyo_moderate_korean_2stars,resto_tokyo_moderate_korean_2stars_address,resto_tokyo_moderate_korean_2stars_phone,tokyo,moderate,korean,2stars
resto_seoul_cheap_korean_6stars,resto_seoul_cheap_korean_6stars_address,resto_seoul_cheap_korean_6stars_phone,seoul,cheap,korean,6stars
resto_tokyo_moderate_cantonese_3stars,resto_tokyo_moderate_cantonese_3stars_address,resto_tokyo_moderate_cantonese_3stars_phone,tokyo,moderate,cantonese,3stars
resto_madrid_expensive_british_4stars,resto_madrid_expensive_british_4stars_address,resto_madrid_expensive_british_4stars_phone,madrid,expensive,british,4stars
resto_paris_cheap_british_3stars,resto_paris_cheap_british_3stars_address,resto_paris_cheap_british_3stars_phone,paris,cheap,british,3stars
resto_tokyo_expensive_vietnamese_8stars,resto_tokyo_expensive_vietnamese_8stars_address,resto_tokyo_expensive_vietnamese_8stars_phone,tokyo,expensive,vietnamese,8stars
resto_seoul_moderate_thai_8stars,resto_seoul_moderate_thai_8stars_address,resto_seoul_moderate_thai_8stars_phone,seoul,moderate,thai,8stars
resto_hanoi_expensive_cantonese_4stars,resto_hanoi_expensive_cantonese_4stars_address,resto_hanoi_expensive_cantonese_4stars_phone,hanoi,expensive,cantonese,4stars
resto_tokyo_moderate_thai_8stars,resto_tokyo_moderate_thai_8stars_address,resto_tokyo_moderate_thai_8stars_phone,tokyo,moderate,thai,8stars
resto_bombay_expensive_british_3stars,resto_bombay_expensive_british_3stars_address,resto_bombay_expensive_british_3stars_phone,bombay,expensive,british,3stars
resto_madrid_expensive_french_1stars,resto_madrid_expensive_french_1stars_address,resto_madrid_expensive_french_1stars_phone,madrid,expensive,french,1stars
resto_paris_moderate_spanish_2stars,resto_paris_moderate_spanish_2stars_address,resto_paris_moderate_spanish_2stars_phone,paris,moderate,spanish,2stars
resto_hanoi_moderate_cantonese_1stars,resto_hanoi_moderate_cantonese_1stars_address,resto_hanoi_moderate_cantonese_1stars_phone,hanoi,moderate,cantonese,1stars
resto_rome_cheap_french_3stars,resto_rome_cheap_french_3stars_address,resto_rome_cheap_french_3stars_phone,rome,cheap,french,3stars
resto_tokyo_moderate_cantonese_5stars,resto_tokyo_moderate_cantonese_5stars_address,resto_tokyo_moderate_cantonese_5stars_phone,tokyo,moderate,cantonese,5stars
resto_seoul_moderate_cantonese_6stars,resto_seoul_moderate_cantonese_6stars_address,resto_seoul_moderate_cantonese_6stars_phone,seoul,moderate,cantonese,6stars
resto_bangkok_moderate_korean_1stars,resto_bangkok_moderate_korean_1stars_address,resto_bangkok_moderate_korean_1stars_phone,bangkok,moderate,korean,1stars
resto_tokyo_moderate_cantonese_2stars,resto_tokyo_moderate_cantonese_2stars_address,resto_tokyo_moderate_cantonese_2stars_phone,tokyo,moderate,cantonese,2stars
resto_bombay_moderate_french_5stars,resto_bombay_moderate_french_5stars_address,resto_bombay_moderate_french_5stars_phone,bombay,moderate,french,5stars
resto_bombay_expensive_spanish_6stars,resto_bombay_expensive_spanish_6stars_address,resto_bombay_expensive_spanish_6stars_phone,bombay,expensive,spanish,6stars
resto_paris_cheap_italian_4stars,resto_paris_cheap_italian_4stars_address,resto_paris_cheap_italian_4stars_phone,paris,cheap,italian,4stars
resto_bangkok_moderate_korean_3stars,resto_bangkok_moderate_korean_3stars_address,resto_bangkok_moderate_korean_3stars_phone,bangkok,moderate,korean,3stars
resto_hanoi_expensive_korean_7stars,resto_hanoi_expensive_korean_7stars_address,resto_hanoi_expensive_korean_7stars_phone,hanoi,expensive,korean,7stars
resto_rome_expensive_french_3stars,resto_rome_expensive_french_3stars_address,resto_rome_expensive_french_3stars_phone,rome,expensive,french,3stars
resto_bombay_expensive_indian_1stars,resto_bombay_expensive_indian_1stars_address,resto_bombay_expensive_indian_1stars_phone,bombay,expensive,indian,1stars
resto_rome_cheap_french_5stars,resto_rome_cheap_french_5stars_address,resto_rome_cheap_french_5stars_phone,rome,cheap,french,5stars
resto_tokyo_cheap_korean_4stars,resto_tokyo_cheap_korean_4stars_address,resto_tokyo_cheap_korean_4stars_phone,tokyo,cheap,korean,4stars
resto_hanoi_cheap_korean_1stars,resto_hanoi_cheap_korean_1stars_address,resto_hanoi_cheap_korean_1stars_phone,hanoi,cheap,korean,1stars
resto_tokyo_moderate_thai_7stars,resto_tokyo_moderate_thai_7stars_address,resto_tokyo_moderate_thai_7stars_phone,tokyo,moderate,thai,7stars
resto_beijing_moderate_thai_6stars,resto_beijing_moderate_thai_6stars_address,resto_beijing_moderate_thai_6stars_phone,beijing,moderate,thai,6stars
resto_tokyo_cheap_korean_6stars,resto_tokyo_cheap_korean_6stars_address,resto_tokyo_cheap_korean_6stars_phone,tokyo,cheap,korean,6stars
resto_madrid_expensive_italian_6stars,resto_madrid_expensive_italian_6stars_address,resto_madrid_expensive_italian_6stars_phone,madrid,expensive,italian,6stars
resto_paris_moderate_british_6stars,resto_paris_moderate_british_6stars_address,resto_paris_moderate_british_6stars_phone,paris,moderate,british,6stars
resto_hanoi_expensive_cantonese_7stars,resto_hanoi_expensive_cantonese_7stars_address,resto_hanoi_expensive_cantonese_7stars_phone,hanoi,expensive,cantonese,7stars
resto_paris_moderate_indian_2stars,resto_paris_moderate_indian_2stars_address,resto_paris_moderate_indian_2stars_phone,paris,moderate,indian,2stars
resto_hanoi_expensive_japanese_6stars,resto_hanoi_expensive_japanese_6stars_address,resto_hanoi_expensive_japanese_6stars_phone,hanoi,expensive,japanese,6stars
resto_rome_moderate_indian_5stars,resto_rome_moderate_indian_5stars_address,resto_rome_moderate_indian_5stars_phone,rome,moderate,indian,5stars
resto_seoul_expensive_cantonese_7stars,resto_seoul_expensive_cantonese_7stars_address,resto_seoul_expensive_cantonese_7stars_phone,seoul,expensive,cantonese,7stars
resto_beijing_moderate_cantonese_8stars,resto_beijing_moderate_cantonese_8stars_address,resto_beijing_moderate_cantonese_8stars_phone,beijing,moderate,cantonese,8stars
resto_paris_expensive_indian_7stars,resto_paris_expensive_indian_7stars_address,resto_paris_expensive_indian_7stars_phone,paris,expensive,indian,7stars
resto_london_expensive_italian_6stars,resto_london_expensive_italian_6stars_address,resto_london_expensive_italian_6stars_phone,london,expensive,italian,6stars
resto_bombay_expensive_french_8stars,resto_bombay_expensive_french_8stars_address,resto_bombay_expensive_french_8stars_phone,bombay,expensive,french,8stars
resto_tokyo_moderate_japanese_3stars,resto_tokyo_moderate_japanese_3stars_address,resto_tokyo_moderate_japanese_3stars_phone,tokyo,moderate,japanese,3stars
resto_bangkok_cheap_japanese_6stars,resto_bangkok_cheap_japanese_6stars_address,resto_bangkok_cheap_japanese_6stars_phone,bangkok,cheap,japanese,6stars
resto_bombay_expensive_spanish_5stars,resto_bombay_expensive_spanish_5stars_address,resto_bombay_expensive_spanish_5stars_phone,bombay,expensive,spanish,5stars
resto_rome_expensive_british_7stars,resto_rome_expensive_british_7stars_address,resto_rome_expensive_british_7stars_phone,rome,expensive,british,7stars
resto_tokyo_cheap_vietnamese_4stars,resto_tokyo_cheap_vietnamese_4stars_address,resto_tokyo_cheap_vietnamese_4stars_phone,tokyo,cheap,vietnamese,4stars
resto_beijing_moderate_vietnamese_5stars,resto_beijing_moderate_vietnamese_5stars_address,resto_beijing_moderate_vietnamese_5stars_phone,beijing,moderate,vietnamese,5stars
resto_paris_cheap_indian_2stars,resto_paris_cheap_indian_2stars_address,resto_paris_cheap_indian_2stars_phone,paris,cheap,indian,2stars
resto_madrid_cheap_indian_4stars,resto_madrid_cheap_indian_4stars_address,resto_madrid_cheap_indian_4stars_phone,madrid,cheap,indian,4stars
resto_paris_expensive_british_3stars,resto_paris_expensive_british_3stars_address,resto_paris_expensive_british_3stars_phone,paris,expensive,british,3stars
resto_seoul_moderate_cantonese_7stars,resto_seoul_moderate_cantonese_7stars_address,resto_seoul_moderate_cantonese_7stars_phone,seoul,moderate,cantonese,7stars
resto_seoul_expensive_thai_4stars,resto_seoul_expensive_thai_4stars_address,resto_seoul_expensive_thai_4stars_phone,seoul,expensive,thai,4stars
resto_bangkok_cheap_japanese_8stars,resto_bangkok_cheap_japanese_8stars_address,resto_bangkok_cheap_japanese_8stars_phone,bangkok,cheap,japanese,8stars
resto_tokyo_expensive_thai_1stars,resto_tokyo_expensive_thai_1stars_address,resto_tokyo_expensive_thai_1stars_phone,tokyo,expensive,thai,1stars
resto_bangkok_moderate_thai_6stars,resto_bangkok_moderate_thai_6stars_address,resto_bangkok_moderate_thai_6stars_phone,bangkok,moderate,thai,6stars
resto_rome_moderate_french_5stars,resto_rome_moderate_french_5stars_address,resto_rome_moderate_french_5stars_phone,rome,moderate,french,5stars
resto_beijing_moderate_korean_3stars,resto_beijing_moderate_korean_3stars_address,resto_beijing_moderate_korean_3stars_phone,beijing,moderate,korean,3stars
resto_hanoi_cheap_korean_4stars,resto_hanoi_cheap_korean_4stars_address,resto_hanoi_cheap_korean_4stars_phone,hanoi,cheap,korean,4stars
resto_beijing_expensive_cantonese_3stars,resto_beijing_expensive_cantonese_3stars_address,resto_beijing_expensive_cantonese_3stars_phone,beijing,expensive,cantonese,3stars
resto_rome_cheap_french_8stars,resto_rome_cheap_french_8stars_address,resto_rome_cheap_french_8stars_phone,rome,cheap,french,8stars
resto_paris_cheap_italian_2stars,resto_paris_cheap_italian_2stars_address,resto_paris_cheap_italian_2stars_phone,paris,cheap,italian,2stars
resto_tokyo_expensive_korean_5stars,resto_tokyo_expensive_korean_5stars_address,resto_tokyo_expensive_korean_5stars_phone,tokyo,expensive,korean,5stars
resto_paris_expensive_italian_1stars,resto_paris_expensive_italian_1stars_address,resto_paris_expensive_italian_1stars_phone,paris,expensive,italian,1stars
resto_beijing_cheap_japanese_5stars,resto_beijing_cheap_japanese_5stars_address,resto_beijing_cheap_japanese_5stars_phone,beijing,cheap,japanese,5stars
resto_rome_cheap_french_2stars,resto_rome_cheap_french_2stars_address,resto_rome_cheap_french_2stars_phone,rome,cheap,french,2stars
resto_paris_expensive_italian_7stars,resto_paris_expensive_italian_7stars_address,resto_paris_expensive_italian_7stars_phone,paris,expensive,italian,7stars
resto_beijing_expensive_japanese_1stars,resto_beijing_expensive_japanese_1stars_address,resto_beijing_expensive_japanese_1stars_phone,beijing,expensive,japanese,1stars
resto_hanoi_expensive_cantonese_6stars,resto_hanoi_expensive_cantonese_6stars_address,resto_hanoi_expensive_cantonese_6stars_phone,hanoi,expensive,cantonese,6stars
resto_beijing_cheap_cantonese_6stars,resto_beijing_cheap_cantonese_6stars_address,resto_beijing_cheap_cantonese_6stars_phone,beijing,cheap,cantonese,6stars
resto_beijing_cheap_thai_8stars,resto_beijing_cheap_thai_8stars_address,resto_beijing_cheap_thai_8stars_phone,beijing,cheap,thai,8stars
resto_london_moderate_indian_4stars,resto_london_moderate_indian_4stars_address,resto_london_moderate_indian_4stars_phone,london,moderate,indian,4stars
resto_seoul_cheap_vietnamese_2stars,resto_seoul_cheap_vietnamese_2stars_address,resto_seoul_cheap_vietnamese_2stars_phone,seoul,cheap,vietnamese,2stars
resto_madrid_expensive_indian_2stars,resto_madrid_expensive_indian_2stars_address,resto_madrid_expensive_indian_2stars_phone,madrid,expensive,indian,2stars
resto_tokyo_cheap_korean_1stars,resto_tokyo_cheap_korean_1stars_address,resto_tokyo_cheap_korean_1stars_phone,tokyo,cheap,korean,1stars
resto_beijing_expensive_thai_4stars,resto_beijing_expensive_thai_4stars_address,resto_beijing_expensive_thai_4stars_phone,beijing,expensive,thai,4stars
resto_london_moderate_spanish_4stars,resto_london_moderate_spanish_4stars_address,resto_london_moderate_spanish_4stars_phone,london,moderate,spanish,4stars
resto_rome_cheap_italian_1stars,resto_rome_cheap_italian_1stars_address,resto_rome_cheap_italian_1stars_phone,rome,cheap,italian,1stars
resto_paris_expensive_french_5stars,resto_paris_expensive_french_5stars_address,resto_paris_expensive_french_5stars_phone,paris,expensive,french,5stars
resto_london_cheap_british_1stars,resto_london_cheap_british_1stars_address,resto_london_cheap_british_1stars_phone,london,cheap,british,1stars
resto_hanoi_expensive_korean_3stars,resto_hanoi_expensive_korean_3stars_address,resto_hanoi_expensive_korean_3stars_phone,hanoi,expensive,korean,3stars
resto_beijing_cheap_thai_6stars,resto_beijing_cheap_thai_6stars_address,resto_beijing_cheap_thai_6stars_phone,beijing,cheap,thai,6stars
resto_london_cheap_french_2stars,resto_london_cheap_french_2stars_address,resto_london_cheap_french_2stars_phone,london,cheap,french,2stars
resto_tokyo_expensive_korean_6stars,resto_tokyo_expensive_korean_6stars_address,resto_tokyo_expensive_korean_6stars_phone,tokyo,expensive,korean,6stars
